#,Name,URL,Description,Categories,Tags,Department,Owner,Created date,Resource name,Resource description,Resource format,Resource size (bytes),Resource with API,Resource URL,Resource file,Resource created,Resource last modified,Resource next review,General classification of dataset type,Topic or theme,classification_and_access_restrictions,Point of contact,Contact Publisher,Publication status
318,SILO climate database - solar radiation,https://www.data.qld.gov.au/dataset/silo-climate-database-solar-radiation,The solar radiation data provided by SILO are an estimate of the total incoming solar energy incident upon the Earth's surface at a given location. The estimate includes contributions from both the direct and diffuse components of solar exposure. It can be calculated from data measured directly by radiometers and indirectly from observational estimates of cloudiness and hours of sunshine duration.,Maps and geospatial; Sciences;,,Environment and Science,opendata@des.qld.gov.au,7/11/2016,SILO climate database - solar radiation,The solar radiation data provided by SILO are an estimate of the total incoming solar energy incident upon the Earth's surface at a given location. The estimate includes contributions from both the direct and diffuse components of solar exposure. It can be calculated from data measured directly by radiometers and indirectly from observational estimates of cloudiness and hours of sunshine duration.,Esri File Geodatabase,8 MiB,,https://www.data.qld.gov.au/dataset/silo-climate-database-solar-radiation/resource/e31e5951-d6fb-48ee-8e34-351e56dd28a5,https://www.longpaddock.qld.gov.au/silo/,15/03/2020,undefined,undefined,Dataset,CLIMATE INDICATORS,OFFICIAL,Stephen Jeffrey,Department of Environment and Science,completed
317,SILO climate database - vapour pressure - 9 am,https://www.data.qld.gov.au/dataset/silo-climate-database-vapour-pressure-9-am,"In the context of meteorological data, vapour pressure is the partial pressure of water vapour in the atmosphere. It is calculated by the Bureau of Meteorology from the dew point temperature recorded at 9am.",Maps and geospatial; Sciences;,,Environment and Science,opendata@des.qld.gov.au,7/11/2016,SILO climate database - vapour pressure - 9 am,"In the context of meteorological data, vapour pressure is the partial pressure of water vapour in the atmosphere. It is calculated by the Bureau of Meteorology from the dew point temperature recorded at 9am.",Esri File Geodatabase,8 MiB,,https://www.data.qld.gov.au/dataset/silo-climate-database-vapour-pressure-9-am/resource/96bd526f-b56b-4a8e-b46d-aea1464f09b8,https://www.longpaddock.qld.gov.au/silo/,15/03/2020,undefined,undefined,Dataset,CLIMATE INDICATORS,OFFICIAL,Stephen Jeffrey,Department of Environment and Science,completed
210,SILO Patched Point Data,https://www.data.qld.gov.au/dataset/silo-patched-point-data,"The Patched Point Dataset (PPD) combines observations and interpolations to provide daily data for a selected set of stations (locations). The term 'patched' means that if on any day a station does not have an observation then the gap in the record is 'patched' (ie. filled) with an estimate obtained by spatial interpolation of the daily data from surrounding stations. Consequently the Patched Point Data for a given location always contain a complete data record, or in other words, there are no missing data.",Maps and geospatial;,,Environment and Science,opendata@des.qld.gov.au,13/04/2017,SILO Patched Point Data,"The Patched Point Dataset (PPD) combines observations and interpolations to provide daily data for a selected set of stations (locations). The term 'patched' means that if on any day a station does not have an observation then the gap in the record is 'patched' (ie. filled) with an estimate obtained by spatial interpolation of the daily data from surrounding stations. Consequently the Patched Point Data for a given location always contain a complete data record, or in other words, there are no missing data.",Esri File Geodatabase,1 MiB,,https://www.data.qld.gov.au/dataset/silo-patched-point-data/resource/552a62db-a420-45ba-9512-6a73fc4d0fe4,https://www.longpaddock.qld.gov.au/silo/,15/03/2020,undefined,undefined,Dataset,CLIMATE INDICATORS,OFFICIAL,Stephen Jeffrey,Department of Environment and Science,completed
514,SILO Patched Point Datasets for Queensland,https://www.data.qld.gov.au/dataset/silo-patched-point-datasets-for-queensland,"SILO (Scientific Information for Land Owners) is a daily time series of meteorological data at point locations, consisting of station records which have been supplemented by interpolated estimates where observed data are missing.  
Patched Point Datasets for Queensland are available free of charge. To qualify for free access, the user must first register with SILO.  For further information about SILO and registration, see the [SILO webpage](http://www.longpaddock.qld.gov.au/silo).",Sciences;,GovHack 2019; The Science Sandpit; climate; modelling; science;,Environment and Science,opendata@dsiti.qld.gov.au,26/02/2014,SILO Help,Provides advice on how to use these tools. No username or password is required.,Plain text,1 bytes,,https://www.data.qld.gov.au/dataset/silo-patched-point-datasets-for-queensland/resource/a6b0b497-b1d9-4d8f-9de0-bf5fe1a7283f,https://www.longpaddock.qld.gov.au/cgi-bin/silo/PatchedPointDataset.php?format=help,26/02/2014,undefined,undefined,Dataset,CLIMATE INDICATORS,OFFICIAL,Stephen Jeffrey,Department of Environment and Science,completed
573,Soil and land resource project boundaries Queensland,https://www.data.qld.gov.au/dataset/soil-and-land-resource-project-boundaries-queensland,This dataset is a guide to soil and landscape mapping available throughout Queensland. The extent of each mapping project is shown along with information about the project and links to downloadable documents and datasets.Last updated 18th January 2020.,Maps and geospatial; Sciences;,,Environment and Science,opendata@des.qld.gov.au,4/02/2013,Soil and land resource project boundaries Queensland,This dataset is a guide to soil and landscape mapping available throughout Queensland. The extent of each mapping project is shown along with information about the project and links to downloadable documents and datasets.Last updated 18th January 2020.,Esri File Geodatabase,15 MiB,,https://www.data.qld.gov.au/dataset/soil-and-land-resource-project-boundaries-queensland/resource/30132d29-c49a-4da5-90cc-f1dea08a16cc,"https://qldspatial.information.qld.gov.au/catalogue/custom/search.page?q=""Soil and land resource project boundaries Queensland""",26/03/2020,undefined,undefined,Dataset,SOILS,OFFICIAL,Kelly Bryant,Department of Environment and Science,completed
348,Soil and Landscape Grid Digital Soil Attribute Maps for Queensland series,https://www.data.qld.gov.au/dataset/soil-and-landscape-grid-digital-soil-attribute-maps-for-queensland-series,"These datasets describe soil attributes suitable for inclusion in the TERN Soil and Landscape Grid of Australia (http://www.clw.csiro.au/aclep/soilandlandscapegrid). Eleven attributes are available in raster format at a resolution of 3 arc-seconds (approximately 90m). These products are generated using spatial modelling and digital soil mapping techniques. At present, these products cover the extent of the Burdekin River catchment only.",Maps and geospatial; Sciences;,,Environment and Science,opendata@des.qld.gov.au,20/01/2016,Queensland digital soil attributes - Burdekin River basin - fine sand,This dataset contains raster surfaces describing percentage fine sand content of soils in the Burdekin River basin. The study area covers approximately 13.4 million hectares in Central and North Queensland. Percentage fine sand is mapped in five depth slices to a maximum depth of one metre. Upper and lower uncertainty limits accompany each depth slice.,Esri File Geodatabase,605 MiB,,https://www.data.qld.gov.au/dataset/soil-and-landscape-grid-digital-soil-attribute-maps-for-queensland-series/resource/b3175a6d-f9f7-4b67-b717-f79e3eb34577,"https://qldspatial.information.qld.gov.au/catalogue/custom/search.page?q=""Queensland digital soil attributes - Burdekin River basin - fine sand""",28/02/2020,undefined,undefined,Dataset,SOILS,OFFICIAL,Kelly Bryant,Department of Environment and Science,completed
332,Soils - universal soil loss equation series,https://www.data.qld.gov.au/dataset/soils-universal-soil-loss-equation-series,"This series contains input datasets used in the Revised Universal Soil Loss Equation (RUSLE). It is derived from soil data contained in the Australian Soil Resource Information System (ASRIS), and is intended for predicting long term average annual hillslope erosion rates across Queensland.",Maps and geospatial; Sciences;,,Environment and Science,opendata@des.qld.gov.au,20/04/2016,Soils - universal soil loss equation - L Factor,"This layer represents the slope length (L) factor used in the Revised Universal Soil Loss Equation (RUSLE). It is derived from the smoothed 3 second (~90m) Shuttle Radar Topography Mission (SRTM) Derived Digital Elevation Model, and is intended for predicting long term average annual hillslope erosion rates across Queensland.",Esri File Geodatabase,1 GiB,,https://www.data.qld.gov.au/dataset/soils-universal-soil-loss-equation-series/resource/6839eed5-7e1d-4725-8862-27e7ecfc45a0,"http://qldspatial.information.qld.gov.au/catalogue/custom/search.page?q=""Soils - universal soil loss equation - L Factor""",4/01/2020,undefined,undefined,Dataset,SOIL EROSION,OFFICIAL,Kelly Bryant,Department of Environment and Science,completed
349,Soils of Queensland agricultural research stations series,https://www.data.qld.gov.au/dataset/soils-of-queensland-agricultural-research-stations-series,"This series contains maps of current and former agricultural research stations throughout Queensland. The mapping was completed by either Queensland Government or CSIRO soil scientists and is usually at 1:20,000 scale or better. Site data is also available for some of the mapping.",Maps and geospatial; Sciences;,,Environment and Science,opendata@des.qld.gov.au,1/07/2016,Land resource area survey of Hermitage Research Station - South East Queensland - CHR,"This dataset is a soils map of the Hermitage Research Station in South East Queensland. The study area covers part of the Warwick (9341-4) 1:50,000 mapsheet. Approximately 229 hectares of land were mapped at 1:7920 scale during 1978. The free survey method was used, and eight soil series/phases were identified.",Esri File Geodatabase,1 MiB,,https://www.data.qld.gov.au/dataset/soils-of-queensland-agricultural-research-stations-series/resource/d30c2d71-ed65-4da9-b60e-e07829363a5a,"http://qldspatial.information.qld.gov.au/catalogue/custom/search.page?q=""Land resource area survey of Hermitage Research Station - South East Queensland - CHR""",4/01/2020,undefined,undefined,Dataset,SOILS,OFFICIAL,Kelly Bryant,Department of Environment and Science,completed
503,Soils series,https://www.data.qld.gov.au/dataset/soils-series,These datasets are soil survey mapping available in Queensland. These surveys were conducted for different purposes and are mapped at different scales. Refer to individual records for more information.,Maps and geospatial; Sciences;,,Environment and Science,opendata@des.qld.gov.au,6/10/2014,"Soils of the Roma area, Southern Queensland - ROM","This publication set is a soil survey of the Roma area, Southern Queensland. The study area covers the entire Roma (8644) 1:100,000 map sheet. Approximately 275,500 hectares of land were mapped at a scale of 1:100,000 during the late 1980's. Approximately 1,200 sites were assessed using the free survey method and 55 soils were identified. No report accompanies the mapping.",Esri File Geodatabase,7 MiB,,https://www.data.qld.gov.au/dataset/soils-series/resource/f8faf895-1343-436f-ad2c-dffe77063896,"http://qldspatial.information.qld.gov.au/catalogue/custom/search.page?q=""Soils of the Roma area, Southern Queensland - ROM""",13/05/2020,undefined,undefined,Dataset,SOILS,OFFICIAL,Kelly Bryant,Department of Environment and Science,completed
22,South East Queensland Koala Conservation Strategy 2019-2024,https://www.data.qld.gov.au/dataset/south-east-queensland-koala-conservation-strategy-2019-2024,"This data package contains (1) Koala Habitat Areas - South East Queensland Regional Plan: remnant and regrowth, core habitat, (2) Koala Habitat Restoration Areas, (3) Koala Priority Areas, and (4) Locally Refined Koala Habitat Areas developed in support of the South East Queensland Koala Conservation Strategy 2019-2024.",Environment; Maps and geospatial;,,Environment and Science,opendata@des.qld.gov.au,2/06/2020,South East Queensland Koala Conservation Strategy 2019-2024,"This data package contains (1) Koala Habitat Areas - South East Queensland Regional Plan: remnant and regrowth, core habitat, (2) Koala Habitat Restoration Areas, (3) Koala Priority Areas, and (4) Locally Refined Koala Habitat Areas developed in support of the South East Queensland Koala Conservation Strategy 2019-2024.",Esri File Geodatabase,250 MiB,,https://www.data.qld.gov.au/dataset/south-east-queensland-koala-conservation-strategy-2019-2024/resource/c483cec6-1b04-42e0-913a-541ac548d41e,"http://qldspatial.information.qld.gov.au/catalogue/custom/search.page?q=""South East Queensland Koala Conservation Strategy 2019-2024""",15/03/2020,undefined,undefined,Dataset,MACROFAUNA,OFFICIAL,Kelly Bryant,Department of Environment and Science,completed
160,Springs database,https://www.data.qld.gov.au/dataset/springs,"A spring is a hydrogeological feature by which groundwater discharges naturally to the land or cave surface. This includes springs with permanent and non-permanent (i.e. intermittent or ephemeral) saturation regimes, dynamic or static geographic locations, and diffuse or point source geographic locations. The Queensland Springs Database provides a comprehensive catalogue of springs with a permanently saturated saturation regime that have fixed locations in Queensland and any associated surface expression groundwater dependent ecosystems. This precludes soaks that are not permanent, bores (because they are not natural), wells that do not have a surface expression of groundwater, and groundwater discharge along a stream-bed that is not in a fixed location. The springs dataset also includes other types of springs (e.g. springs with a non-permanent or unsaturated saturation regime), however, information on these types of springs may be limited. Information is available including location, grouping (e.g. complex and supergroup), associated regional ecosystem, source aquifer, conservation rankings, physical properties, general morphology, water chemistry (incomplete dataset), floristic composition, disturbance, faunal composition, survey effort, etc.",Environment; Sciences;,GovHack 2019; Springs;,Environment and Science,opendata@des.qld.gov.au,8/06/2018,Springs database,"A spring is a hydrogeological feature by which groundwater discharges naturally to the land or cave surface. This includes springs with permanent and non-permanent (i.e. intermittent or ephemeral) saturation regimes, dynamic or static geographic locations, and diffuse or point source geographic locations. The Queensland Springs Database provides a comprehensive catalogue of springs with a permanently saturated saturation regime that have fixed locations in Queensland and any associated surface expression groundwater dependent ecosystems. This precludes soaks that are not permanent, bores (because they are not natural), wells that do not have a surface expression of groundwater, and groundwater discharge along a stream-bed that is not in a fixed location. The springs dataset also includes other types of springs (e.g. springs with a non-permanent or unsaturated saturation regime), however, information on these types of springs may be limited. Information is available including location, grouping (e.g. complex and supergroup), associated regional ecosystem, source aquifer, conservation rankings, physical properties, general morphology, water chemistry (incomplete dataset), floristic composition, disturbance, faunal composition, survey effort, etc",CSV,734 KiB,,https://www.data.qld.gov.au/dataset/springs/resource/4cdc89ef-b583-446e-a5c7-0836a91a3767,https://www.data.qld.gov.au/dataset/2855849b-58f4-46f4-b0fb-4e74e86ce928/resource/4cdc89ef-b583-446e-a5c7-0836a91a3767/download/springsopd.zip,8/07/2018,20/02/2019,undefined,Dataset,FRESHWATER SPRINGS,OFFICIAL,Kelly Bryant,Department of Environment and Science,completed
15,State Planning Policy - Acid sulfate soil affected areas - Queensland,https://www.data.qld.gov.au/dataset/state-planning-policy-acid-sulfate-soil-affected-areas-queensland,The State Planning Policy State Interest Water Quality involving Acid sulfate Soils identifies the local government areas to which the policy applies.,Maps and geospatial;,,Environment and Science,opendata@des.qld.gov.au,18/02/2020,State Planning Policy - Acid sulfate soil affected areas - Queensland,The State Planning Policy State Interest Water Quality involving Acid sulfate Soils identifies the local government areas to which the policy applies.,Esri File Geodatabase,30 MiB,,https://www.data.qld.gov.au/dataset/state-planning-policy-acid-sulfate-soil-affected-areas-queensland/resource/11949ced-4264-46ee-bd10-70471b95dd77,"http://qldspatial.information.qld.gov.au/catalogue/custom/search.page?q=""State Planning Policy - Acid sulfate soil affected areas - Queensland""",18/02/2020,undefined,undefined,Dataset,SOILS,OFFICIAL,Kelly Bryant,Department of Environment and Science,completed
49,Statewide Landcover and Trees Study 1988-2018,https://www.data.qld.gov.au/dataset/land-cover-change-in-queensland,The [Statewide Landcover and Trees Study](https://www.qld.gov.au/environment/land/management/mapping/statewide-monitoring) (SLATS) has been analysing and reporting on woody vegetation change (loss) since 1988 using Landsat imagery. This dataset provides regional data summaries for vegetation clearing mapped by [SLATS](https://www.qld.gov.au/environment/land/management/mapping/statewide-monitoring) in all mapping periods from 1988 to 2018.,Environment;,SLATS; clearing; land cover change; vegetation change;,Environment and Science,opendata@des.qld.gov.au,19/12/2018,Data summaries 1988-2018,Spreadsheet containing summaries of woody vegetation clearing rates by different geographic regions and replacement land cover classes for mapping periods 1988Ÿ??91 up to 2017Ÿ??18.,Excel XLSX,1.5 MiB,,https://www.data.qld.gov.au/dataset/land-cover-change-in-queensland/resource/1dbc127a-a72b-4b10-96bf-c637a515847a,https://data.des.qld.gov.au/__data/assets/excel_doc/0026/83825/slats-data-summaries-1988-2018.xlsx,19/12/2018,20/12/2018,undefined,Dataset,VEGETATION,OFFICIAL,Kelly Bryant,Department of Environment and Science,completed
552,Statewide Landcover and Trees Study Queensland series,https://www.data.qld.gov.au/dataset/statewide-landcover-and-trees-study-queensland-series,The statewide landcover and trees survey (SLATS) has been analysing and reporting on change (loss) of woody vegetation since 1988 using Landsat imagery. The vegetation change has been attributed to change classes representing what the replacement land cover is or if the vegetation change was due to natural causes.,Maps and geospatial; Sciences;,,Environment and Science,opendata@des.qld.gov.au,8/01/2013,Statewide landcover and trees study 2011 to 2012 Queensland,The statewide landcover and trees study (SLATS) has been analysing and reporting on change (loss) of woody vegetation since 1988 using Landsat imagery. This dataset shows vegetation change which occurred in the 2011 - 2012 SLATS reporting period only. The vegetation change has been attributed to change classes representing what the replacement land cover is or if the vegetation change was due to natural causes.,Esri File Geodatabase,21 MiB,,https://www.data.qld.gov.au/dataset/statewide-landcover-and-trees-study-queensland-series/resource/5bca1511-d48f-4054-80e5-6d71874010c0,"http://qldspatial.information.qld.gov.au/catalogue/custom/search.page?q=""Statewide landcover and trees study 2011 to 2012 Queensland""",3/12/2020,undefined,undefined,Dataset,VEGETATION,OFFICIAL,Kelly Bryant,Department of Environment and Science,completed
465,Storm tide Queensland series,https://www.data.qld.gov.au/dataset/storm-tide-queensland-series,Storm Tide Inundation Area (including projected climate change impacts to 2100).,Maps and geospatial;,,Environment and Science,opendata@npsr.qld.gov.au,28/08/2014,Storm tide high hazard Queensland,VERSION 4Storm Tide Inundation Area Area (including projected climate change impacts to 2100). The high hazard area is that area inundated by water greater than 1.0 metre in depth.,Esri File Geodatabase,105 MiB,,https://www.data.qld.gov.au/dataset/storm-tide-queensland-series/resource/0f394874-d834-4b59-9308-69f467ac3cba,"http://qldspatial.information.qld.gov.au/catalogue/custom/search.page?q=""Storm tide high hazard Queensland""",22/01/2020,undefined,undefined,Dataset,TIDES,OFFICIAL,Kelly Bryant,Department of Environment and Science,completed
558,The Southern Oscillation Index (SOI) - Daily,https://www.data.qld.gov.au/dataset/the-southern-oscillation-index-soi-daily,"Daily SOI and barometric pressure observations at Tahiti and Darwin, calculated using 1887-1989 and 1933-1992 base periods.",Environment; Sciences;,GovHack 2019; climate; environment; land; science;,Environment and Science,opendata@dsiti.qld.gov.au,27/06/2013,Latest SOI 1887 1989 Base,"Text file of the latest SOI values calculated using the 1887-1989 base period. The file provides the daily SOI value for the previous day, mean daily SOI values for the previous 30 and 90 day periods, and the mean monthly SOI values for the previous three months.",Plain text,286 bytes,,https://www.data.qld.gov.au/dataset/the-southern-oscillation-index-soi-daily/resource/e93b7444-be21-4f8c-91b3-7d57d61eff50,https://data.longpaddock.qld.gov.au/SeasonalClimateOutlook/SouthernOscillationIndex/SOIDataFiles/LatestSOI1887-1989Base.txt,30/06/2013,13/06/2019,undefined,Dataset,SOI,OFFICIAL,Kelly Bryant,Department of Environment and Science,completed
557,The Southern Oscillation Index (SOI) - Monthly,https://www.data.qld.gov.au/dataset/the-southern-oscillation-index-soi-monthly,Calculated monthly (1887-1989 base period) SOI values from January 1876 to current.,Environment; Sciences;,GovHack 2019; climate; environment; land; science;,Environment and Science,opendata@dsiti.qld.gov.au,27/06/2013,Monthly SOI 1887 1989 Base,Text file of monthly SOI values (1887-1989 base period),Plain text,4 KiB,,https://www.data.qld.gov.au/dataset/the-southern-oscillation-index-soi-monthly/resource/b700af58-0eb5-403b-a72f-11556d4551a3,https://data.longpaddock.qld.gov.au/SeasonalClimateOutlook/SouthernOscillationIndex/SOIDataFiles/MonthlySOI1887-1989Base.txt,27/06/2013,4/10/2018,undefined,Dataset,SOI,OFFICIAL,Kelly Bryant,Department of Environment and Science,completed
571,The vegetation communities of the Capricornia Cays - Southeast Queensland,https://www.data.qld.gov.au/dataset/the-vegetation-communities-of-the-capricornia-cays-southeast-queensland,"Thirteen of the fifteen Capricornia Cays (defined as all islands in the Capricornia Cays NP, Capricornia Cays NP (Scientific), Lady Elliot Island and North Reef Island) were surveyed from August 2007 - September 2008 over five separate trips. See additional information also.",Maps and geospatial; Sciences;,,Environment and Science,opendata@des.qld.gov.au,4/02/2013,The vegetation communities of the Capricornia Cays - Southeast Queensland,"Thirteen of the fifteen Capricornia Cays (defined as all islands in the Capricornia Cays NP, Capricornia Cays NP (Scientific), Lady Elliot Island and North Reef Island) were surveyed from August 2007 - September 2008 over five separate trips. See additional information also.",Esri File Geodatabase,48 MiB,,https://www.data.qld.gov.au/dataset/the-vegetation-communities-of-the-capricornia-cays-southeast-queensland/resource/83800901-98b0-42ab-967c-5eef8b88d64f,"http://qldspatial.information.qld.gov.au/catalogue/custom/search.page?q=""The vegetation communities of the Capricornia Cays - Southeast Queensland""",15/03/2020,undefined,undefined,Dataset,VEGETATION,OFFICIAL,Kelly Bryant,Department of Environment and Science,completed
198,The vegetation of the tropical savannas - Australia,https://www.data.qld.gov.au/dataset/the-vegetation-of-the-tropical-savannas-australia,"Vegetation mapping at a map scale of 1:1,000,000 based on a generalised compilation of the lines and legends of a number of vegetation maps including the Kimberley region, Northern Territory, Cape York Peninsula, Einasleigh Uplands, Desert Uplands, Brigalow Belt North and Central Western Queensland.",Maps and geospatial; Sciences;,,Environment and Science,opendata@des.qld.gov.au,19/07/2017,The vegetation of the tropical savannas - Australia,"Vegetation mapping at a map scale of 1:1,000,000 based on a generalised compilation of the lines and legends of a number of vegetation maps including the Kimberley region, Northern Territory, Cape York Peninsula, Einasleigh Uplands, Desert Uplands, Brigalow Belt North and Central Western Queensland.",Esri File Geodatabase,48 MiB,,https://www.data.qld.gov.au/dataset/the-vegetation-of-the-tropical-savannas-australia/resource/e2e66f5a-bbab-423a-a494-3dd0c23e1daf,"http://qldspatial.information.qld.gov.au/catalogue/custom/search.page?q=""The vegetation of the tropical savannas - Australia""",16/03/2020,undefined,undefined,Dataset,VEGETATION,OFFICIAL,Kelly Bryant,Department of Environment and Science,completed
42,Tsunami modelling along the east Queensland coast - Hervey Bay,https://www.data.qld.gov.au/dataset/tsunami-modelling-along-the-east-queensland-coast-hervey-bay,"Water level rasters (m AHD), depth rasters (m), current speed (m/s), direction (degrees) and flood extent polygons for the Queensland coast have been translated from there associated water level raster (averaged to 0.01cm). This dataset is approximately 5.5 GB in size.",Maps and geospatial;,,Environment and Science,opendata@des.qld.gov.au,19/06/2019,Tsunami modelling along the east Queensland coast - Hervey Bay,"Water level rasters (m AHD), depth rasters (m), current speed (m/s), direction (degrees) and flood extent polygons for the Queensland coast have been translated from there associated water level raster (averaged to 0.01cm). This dataset is approximately 5.5 GB in size.",Esri File Geodatabase,5.3 GiB,,https://www.data.qld.gov.au/dataset/tsunami-modelling-along-the-east-queensland-coast-hervey-bay/resource/a733044e-b37b-4c67-99f2-0e235ede1828,"http://qldspatial.information.qld.gov.au/catalogue/custom/search.page?q=""Tsunami modelling along the east Queensland coast - Hervey Bay""",15/03/2020,undefined,undefined,Dataset,TSUNAMIS,OFFICIAL,Kelly Bryant,Department of Environment and Science,completed
41,Tsunami modelling along the east Queensland coast - Moreton Bay,https://www.data.qld.gov.au/dataset/tsunami-modelling-along-the-east-queensland-coast-moreton-bay,"Water level rasters (m AHD), depth rasters (m), current speed (m/s), direction (degrees) and flood extent polygons for the Queensland coast have been translated from there associated water level raster (averaged to 0.01cm). This dataset is approximately 2.5 GB in size.",Maps and geospatial;,,Environment and Science,opendata@des.qld.gov.au,19/06/2019,Tsunami modelling along the east Queensland coast - Moreton Bay,"Water level rasters (m AHD), depth rasters (m), current speed (m/s), direction (degrees) and flood extent polygons for the Queensland coast have been translated from there associated water level raster (averaged to 0.01cm). This dataset is approximately 2.5 GB in size.",Esri File Geodatabase,2.4 GiB,,https://www.data.qld.gov.au/dataset/tsunami-modelling-along-the-east-queensland-coast-moreton-bay/resource/ba7ed0ae-8262-4c1f-90ff-616e62876829,"http://qldspatial.information.qld.gov.au/catalogue/custom/search.page?q=""Tsunami modelling along the east Queensland coast - Moreton Bay""",15/03/2020,undefined,undefined,Dataset,TSUNAMIS,OFFICIAL,Kelly Bryant,Department of Environment and Science,completed
30,Wetland data - version 5 - Queensland series,https://www.data.qld.gov.au/dataset/wetland-data-version-5-queensland-series,"This dataset provides mapping of water bodies and wetland regional ecosystems at 1:100,000 scale across Queensland.",Maps and geospatial; Sciences;,,Environment and Science,opendata@des.qld.gov.au,23/01/2020,Wetland data - version 5 - wetland areas - Queensland,"This dataset provides mapping of water bodies and wetland regional ecosystems at 1:100,000 scale across Queensland.",Esri File Geodatabase,404 MiB,,https://www.data.qld.gov.au/dataset/wetland-data-version-5-queensland-series/resource/8c7694ac-09fd-4c6b-b23e-9d0f75a38913,"http://qldspatial.information.qld.gov.au/catalogue/custom/search.page?q=""Wetland data - version 5 - wetland areas - Queensland""",3/12/2020,undefined,undefined,Dataset,WETLANDS,OFFICIAL,Kelly Bryant,Department of Environment and Science,completed
203,WildNet Koala Locations,https://www.data.qld.gov.au/dataset/wildnet-koala-locations,"Lists a summary of the koala *Phascolarctos cinereus* records approved for public release from the WildNet database.

Exported from the [WildNet database](https://www.qld.gov.au/environment/plants-animals/species-information/wildnet) on 19/06/2019.  

Koala records can also be viewed via the [Biomaps](http://qldspatial.information.qld.gov.au/biomaps/ ""Biomaps"") application.

Updates can be generated using the [Get surveys by species](https://data.qld.gov.au/dataset/qld-wildlife-data-api/resource/749471a5-fe11-4571-a5c5-5bf15ebc3c8b ""Get surveys by species"") function of the [Qld wildlife data API](https://data.qld.gov.au/dataset/qld-wildlife-data-api).

**Field Descriptions**  
**Longitude:** The longitude of the record in decimal degrees (Datum is GDA94).     
**Latitude:** The latitude of the record in decimal degrees (Datum is GDA94).           
**ScientificName:** The scientific name of the taxon.  
**SiteVisitID:** The unique identifier for the SiteVisit within the WildNet database.    
**StartDate:** The start date of the record (DD/MM/YYYY).  
**EndDate:** The end date of the record (DD/MM/YYYY).  
**SiteID:** The unique identifier for the Site within the WildNet database.  
**SiteCode:** The code for the Site from the Project.  
**LocalityDetails:** The description of the location of the record.   **LocationPrecision:** The precision of the record coordinates (i.e. latitude and longitude) in metres.  
**ProjectID:** The unique identifier for the Project within the WildNet database.  
**ProjectName:** The name of the Project.  
**OrganisationID:** The unique identifier for the Organisation associated with the Project within the WildNet database.  
**OrganisationName:** The name of the Organisation associated with the Project.  
**OrganisationAcronym:** The acronym of the Organisation associated with the Project.",Environment; Sciences;,GovHack 2019; WildNet; environment; fauna; koala; science; species; wildlife;,Environment and Science,WildNet@des.qld.gov.au,6/06/2017,WildNet Koala Locations,"Exported from the WildNet database on 19/06/2019.

Longitude: The longitude of the record in decimal degrees (Datum is GDA94).     
Latitude: The latitude of the record in decimal degrees (Datum is GDA94).           
ScientificName: The scientific name of the taxon.
SiteVisitID: The unique identifier for the SiteVisit within the WildNet database.    
StartDate: The start date of the record.        
EndDate: The end date of the record.
SiteID: The unique identifier for the Site within the WildNet database.
SiteCode: The code for the Site from the Project.
LocalityDetails: The description of the location of the record.         
LocationPrecision: The precision of the record coordinates (i.e. latitude and longitude) in metres.
ProjectID: The unique identifier for the Project within the WildNet database.
ProjectName: The name of the Project.
OrganisationID: The unique identifier for the Organisation associated with the Project within the WildNet database.
OrganisationName: The name of the Organisation associated with the Project.
OrganisationAcronym: The acronym of the Organisation associated with the Project.",CSV,7.7 KiB,,https://www.data.qld.gov.au/dataset/wildnet-koala-locations/resource/8dbceb06-aa8f-411a-baae-13d66475fdd7,https://www.data.qld.gov.au/dataset/23cdaaf9-d738-4891-b58d-05b1ec186b20/resource/8dbceb06-aa8f-411a-baae-13d66475fdd7/download/wildnetkoalalocations-2019-06-19.csv,6/06/2017,7/05/2019,undefined,Dataset,MACROFAUNA,OFFICIAL,Kelly Bryant,Department of Environment and Science,completed
161,WildNet wildlife records - published - Queensland,https://www.data.qld.gov.au/dataset/wildnet-wildlife-records-published-queensland,"This is a subset of the wildlife records from the Department of Environment and Science's WildNet database. It contains the WildNet wildlife records approved for release (by data providers), that are not classed as erroneous or duplicate, that have a location precision equal to or less than 10000 metres, do not have a count of zero and for taxa not listed as confidential. This dataset is generated weekly.",Environment; Maps and geospatial;,,Environment and Science,opendata@des.qld.gov.au,30/07/2018,WildNet wildlife records - published - Queensland,"This is a subset of the wildlife records from the Department of Environment and Science's WildNet database. It contains the WildNet wildlife records approved for release (by data providers), that are not classed as erroneous or duplicate, that have a location precision equal to or less than 10000 metres, do not have a count of zero and for taxa not listed as confidential. This dataset is generated weekly.",Esri File Geodatabase,101 MiB,,https://www.data.qld.gov.au/dataset/wildnet-wildlife-records-published-queensland/resource/9534202e-c40a-4c14-9a8a-2df65ebffcb1,"http://qldspatial.information.qld.gov.au/catalogue/custom/search.page?q=""WildNet wildlife records - published - Queensland""",26/03/2020,undefined,undefined,Dataset,MACROFAUNA,OFFICIAL,Kelly Bryant,Department of Environment and Science,completed
